playerid,birthyear,birthcountry,deathyear,namefirst,namelast,weight,height,bats,throws
kronejo01,1908.0,USA,1968.0,John,Kroner,185.0,72.0,R,R
kroonma01,1973.0,USA,,Marc,Kroon,190.0,74.0,B,R
krsnimi01,1931.0,USA,2011.0,Mike,Krsnich,190.0,73.0,R,R
krsniro01,1927.0,USA,,Rocky,Krsnich,174.0,73.0,R,R
kruegbi01,1958.0,USA,,Bill,Krueger,205.0,77.0,L,L
krueger01,1890.0,USA,1976.0,Ernie,Krueger,185.0,70.0,R,R
kruegot01,1876.0,USA,1961.0,Otto,Krueger,165.0,67.0,R,R
krugch01,1939.0,USA,,Chris,Krug,200.0,76.0,R,R
krugeab01,1885.0,USA,1962.0,Abe,Kruger,190.0,74.0,R,R
krugear01,1881.0,USA,1949.0,Art,Kruger,185.0,72.0,R,R
krugge01,1955.0,USA,,Gene,Krug,225.0,76.0,L,L
krughe01,1876.0,USA,1908.0,Henry,Krug,,67.0,R,R
krugma01,1888.0,Germany,1966.0,Marty,Krug,165.0,69.0,R,R
krukjo01,1961.0,USA,,John,Kruk,170.0,70.0,L,L
krukomi01,1952.0,USA,,Mike,Krukow,205.0,77.0,R,R
krummal01,1865.0,USA,1937.0,Al,Krumm,145.0,,,R
kryhodi01,1925.0,USA,2007.0,Dick,Kryhoski,182.0,74.0,L,L
krynzda01,1981.0,USA,,Dave,Krynzel,180.0,73.0,L,L
kubekto01,1935.0,USA,,Tony,Kubek,190.0,75.0,L,R
kubelja01,1982.0,USA,,Jason,Kubel,220.0,72.0,L,R
kubenje01,1974.0,USA,,Jeff,Kubenka,191.0,74.0,R,L
kubiate01,1942.0,USA,,Ted,Kubiak,175.0,72.0,B,R
kubinti01,1972.0,USA,,Tim,Kubinski,205.0,76.0,L,L
kubisja01,1936.0,USA,,Jack,Kubiszyn,170.0,71.0,R,R
kubitky01,1990.0,USA,,Kyle,Kubitza,210.0,75.0,L,R
kubskgi01,1954.0,USA,,Gil,Kubski,185.0,75.0,L,R
kucabjo01,1919.0,USA,1977.0,Johnny,Kucab,185.0,74.0,R,R
kucekja01,1953.0,USA,,Jack,Kucek,200.0,74.0,R,R
kucksjo01,1932.0,USA,2013.0,Johnny,Kucks,170.0,75.0,R,R
kuczest01,1924.0,USA,2010.0,Steve,Kuczek,160.0,72.0,R,R
kuczybe01,1920.0,USA,1997.0,Bert,Kuczynski,195.0,72.0,R,R
kuehlka99,1937.0,USA,2008.0,Karl,Kuehl,175.0,71.0,L,L
kuehnbi01,1858.0,Germany,1921.0,Bill,Kuehne,185.0,68.0,R,R
kuennha01,1930.0,USA,1988.0,Harvey,Kuenn,187.0,74.0,R,R
kuhaufr01,1953.0,USA,,Fred,Kuhaulua,175.0,71.0,L,L
kuheljo01,1906.0,USA,1984.0,Joe,Kuhel,180.0,72.0,L,L
kuhlch01,1992.0,USA,,Chad,Kuhl,216.0,75.0,R,R
kuhnbo99,1926.0,USA,2007.0,Bowie,Kuhn,,,,
kuhnbu01,1899.0,USA,1956.0,Bub,Kuhn,182.0,73.0,L,R
kuhnke01,1937.0,USA,2010.0,Kenny,Kuhn,175.0,70.0,L,R
kuhnsch01,1876.0,USA,1922.0,Charlie,Kuhns,160.0,69.0,,
kuhnwa01,1887.0,USA,1935.0,Walt,Kuhn,162.0,67.0,R,R
kuipedu01,1950.0,USA,,Duane,Kuiper,175.0,72.0,L,R
kulljo01,1882.0,USA,1936.0,John,Kull,190.0,74.0,L,L
kumemi01,1926.0,USA,2012.0,Mike,Kume,195.0,73.0,R,R
kunkebi01,1936.0,USA,1985.0,Bill,Kunkel,187.0,73.0,R,R
kunkeje01,1962.0,USA,,Jeff,Kunkel,180.0,74.0,R,R
kuntzru01,1955.0,USA,,Rusty,Kuntz,190.0,75.0,R,R
kunzea01,1898.0,USA,1963.0,Earl,Kunz,170.0,70.0,R,R
kunzed01,1986.0,USA,,Eddie,Kunz,260.0,78.0,R,R
kuoho01,1981.0,Taiwan,,Hung-Chih,Kuo,240.0,74.0,L,L
kurodhi01,1975.0,Japan,,Hiroki,Kuroda,205.0,73.0,R,R
kurosry01,1952.0,USA,,Ryan,Kurosaki,160.0,70.0,R,R
kurowwh01,1918.0,USA,1999.0,Whitey,Kurowski,193.0,71.0,R,R
kurtzha01,1943.0,USA,,Hal,Kurtz,205.0,75.0,R,R
kuseled01,1886.0,USA,1948.0,Ed,Kusel,165.0,72.0,,R
kushem01,1916.0,USA,1969.0,Emil,Kush,185.0,71.0,R,R
kusiccr01,1948.0,USA,2006.0,Craig,Kusick,210.0,75.0,R,R
kusnyar01,1945.0,USA,,Art,Kusnyer,197.0,74.0,R,R
kustuju01,1882.0,USA,1916.0,Jul,Kustus,,70.0,R,R
kutchra01,1960.0,USA,,Randy,Kutcher,170.0,71.0,R,R
kutinjo01,1885.0,USA,1945.0,Joe,Kutina,205.0,74.0,R,R
kutynma01,1932.0,USA,,Marty,Kutyna,190.0,72.0,R,R
kutzlje01,1965.0,USA,,Jerry,Kutzler,175.0,73.0,L,R
kuwatma01,1968.0,Japan,,Masumi,Kuwata,185.0,70.0,R,R
kuzavbo01,1923.0,USA,2017.0,Bob,Kuzava,202.0,74.0,B,L
kvasnal01,1921.0,USA,2002.0,Al,Kvasnak,170.0,73.0,R,R
kylean01,1889.0,CAN,1971.0,Andy,Kyle,160.0,68.0,L,L
laabsch01,1912.0,USA,1983.0,Chet,Laabs,175.0,68.0,R,R
labanjo01,1979.0,USA,,Josh,Labandeira,180.0,67.0,R,R
labincl01,1926.0,USA,2007.0,Clem,Labine,180.0,72.0,R,R
labouja01,1994.0,D.R.,,Jairo,Labourt,205.0,76.0,L,L
laboyco01,1940.0,P.R.,,Coco,Laboy,165.0,70.0,R,R
laceybo01,1953.0,USA,,Bob,Lacey,210.0,77.0,R,L
lachaca01,1870.0,USA,1932.0,Candy,LaChance,183.0,73.0,B,R
lachema01,1941.0,USA,,Marcel,Lachemann,185.0,72.0,R,R
lachere01,1945.0,USA,,Rene,Lachemann,198.0,72.0,R,R
lachoal01,1960.0,USA,,Al,Lachowicz,198.0,75.0,R,R
lacke01,1870.0,USA,1941.0,William,Lackey,,,,
lackejo01,1978.0,USA,,John,Lackey,235.0,78.0,R,R
lacocpe01,1952.0,USA,,Pete,LaCock,200.0,74.0,L,L
lacorfr01,1951.0,USA,,Frank,LaCorte,180.0,73.0,R,R
lacosmi01,1956.0,USA,,Mike,LaCoss,185.0,77.0,R,R
lacygu01,1897.0,USA,1953.0,Guy,Lacy,170.0,71.0,R,R
lacyke01,1972.0,USA,,Kerry,Lacy,195.0,74.0,R,R
lacyle01,1948.0,USA,,Lee,Lacy,175.0,73.0,R,R
laddhi01,1870.0,USA,1948.0,Hi,Ladd,180.0,76.0,L,R
laddpe01,1956.0,USA,,Pete,Ladd,228.0,75.0,R,R
ladedo01,1921.0,USA,2000.0,Doyle,Lade,183.0,70.0,R,R
ladenty01,1988.0,USA,,Tyler,Ladendorf,195.0,71.0,R,R
ladewst01,1863.0,USA,1895.0,Steve,Ladew,,,,
lafatjo01,1921.0,USA,2004.0,Joe,Lafata,163.0,72.0,L,L
laffeaa01,1985.0,USA,,Aaron,Laffey,190.0,71.0,L,L
laffefl01,1854.0,USA,1910.0,Flip,Lafferty,160.0,70.0,,R
lafited01,1886.0,USA,1971.0,Ed,Lafitte,188.0,74.0,R,R
laforpe01,1978.0,CAN,,Pete,LaForest,210.0,74.0,L,R
laforty01,1917.0,CAN,1947.0,Ty,LaForest,165.0,69.0,R,R
lafraro01,1956.0,USA,,Roger,LaFrancois,215.0,74.0,L,R
lafrobo01,1986.0,USA,,Bobby,LaFromboise,225.0,76.0,L,L
lagami01,1960.0,USA,,Mike,Laga,210.0,74.0,L,L
lagarju01,1989.0,D.R.,,Juan,Lagares,215.0,73.0,R,R
laggeed01,1912.0,USA,1981.0,Ed,Lagger,200.0,75.0,R,R
lagrole01,1948.0,USA,,Lerrin,LaGrow,220.0,77.0,R,R
lahaibr01,1982.0,USA,,Bryan,LaHair,245.0,77.0,L,R
lahoujo01,1947.0,USA,,Joe,Lahoud,198.0,73.0,L,L
lahtije01,1956.0,USA,,Jeff,Lahti,180.0,72.0,R,R
lairdbr01,1987.0,USA,,Brandon,Laird,215.0,73.0,R,R
lairdge01,1979.0,USA,,Gerald,Laird,230.0,73.0,R,R
lajesdi01,1926.0,USA,1976.0,Dick,Lajeskie,175.0,71.0,R,R
lajoina01,1874.0,USA,1959.0,Nap,Lajoie,195.0,73.0,R,R
lakeed01,1916.0,USA,1995.0,Eddie,Lake,159.0,67.0,R,R
lakefr01,1866.0,CAN,1931.0,Fred,Lake,170.0,70.0,R,R
lakejo01,1881.0,USA,1950.0,Joe,Lake,185.0,72.0,R,R
lakeju01,1990.0,D.R.,,Junior,Lake,230.0,74.0,R,R
lakemal01,1918.0,USA,1976.0,Al,Lakeman,195.0,74.0,R,R
lakerti01,1969.0,USA,,Tim,Laker,185.0,74.0,R,R
lakest01,1957.0,USA,,Steve,Lake,180.0,73.0,R,R
lallibl01,1983.0,USA,,Blake,Lalli,210.0,73.0,L,R
lallyda01,1867.0,USA,1936.0,Dan,Lally,210.0,71.0,L,R
lamabja01,1936.0,USA,2007.0,Jack,Lamabe,198.0,73.0,R,R
lamacal01,1921.0,USA,2010.0,Al,LaMacchia,190.0,70.0,R,R
lamanfr01,1906.0,USA,1971.0,Frank,Lamanske,170.0,71.0,L,L
lamanfr02,1919.0,USA,1980.0,Hank,LaManna,195.0,74.0,R,R
lamanra01,1919.0,USA,1994.0,Ray,Lamanno,185.0,72.0,R,R
lamarbi01,1897.0,USA,1970.0,Bill,Lamar,185.0,73.0,L,R
lamarry01,1988.0,USA,,Ryan,LaMarre,210.0,73.0,R,L
lamaswa01,1907.0,USA,1989.0,Wayne,LaMaster,170.0,68.0,L,L
lambda01,1975.0,USA,,David,Lamb,165.0,74.0,B,R
lambech01,1983.0,USA,,Chris,Lambert,205.0,73.0,R,R
lambecl01,1917.0,USA,1981.0,Clayton,Lambert,185.0,74.0,R,R
lambege01,1921.0,USA,2000.0,Gene,Lambert,175.0,71.0,R,R
lambeot01,1890.0,USA,1976.0,Otis,Lambeth,175.0,72.0,R,R
lambja01,1990.0,USA,,Jake,Lamb,215.0,75.0,L,R
lambjo01,1946.0,USA,,John,Lamb,180.0,75.0,R,R
lambjo02,1990.0,USA,,John,Lamb,205.0,76.0,L,L
lambly01,1895.0,USA,1955.0,Lyman,Lamb,150.0,67.0,R,R
lambmi01,1975.0,USA,,Mike,Lamb,205.0,73.0,L,R
lamboan01,1988.0,USA,,Andrew,Lambo,220.0,75.0,L,L
lambra01,1944.0,USA,,Ray,Lamb,170.0,73.0,R,R
lamerpe01,1873.0,USA,1931.0,Pete,Lamer,170.0,70.0,,R
lametdi01,1992.0,D.R.,,Dinelson,Lamet,187.0,76.0,R,R
lamlifr01,1887.0,USA,1970.0,Fred,Lamlein,171.0,71.0,R,R
lamonge01,1946.0,USA,,Gene,Lamont,195.0,73.0,L,R
lamotbo01,1898.0,USA,1970.0,Bobby,LaMotte,160.0,71.0,R,R
lampake01,1945.0,United Kingdom,,Keith,Lampard,197.0,74.0,L,R
lampde01,1952.0,USA,,Dennis,Lamp,200.0,76.0,R,R
lampehe01,1872.0,USA,1936.0,Henry,Lampe,175.0,71.0,R,L
lampkto01,1964.0,USA,,Tom,Lampkin,180.0,71.0,L,R
lanahdi01,1911.0,USA,1975.0,Dick,Lanahan,186.0,72.0,L,L
lancale01,1962.0,USA,,Les,Lancaster,200.0,74.0,R,R
lancega01,1948.0,USA,,Gary,Lance,195.0,75.0,B,R
lanceri01,1956.0,USA,,Rick,Lancellotti,195.0,75.0,L,L
landdo01,1903.0,USA,1986.0,Doc,Land,165.0,71.0,L,L
landeke01,1928.0,USA,1960.0,Ken,Landenberger,200.0,75.0,L,L
landera01,1953.0,D.R.,,Rafael,Landestoy,165.0,70.0,B,R
landgr01,1884.0,USA,1958.0,Grover,Land,190.0,72.0,R,R
landibi01,1942.0,USA,,Bill,Landis,178.0,74.0,L,L
landido01,1854.0,USA,,Doc,Landis,172.0,71.0,R,
landiji01,1934.0,USA,2017.0,Jim,Landis,180.0,73.0,R,R
landike99,1866.0,USA,1944.0,Kenesaw,Landis,,,,
landrbi01,1957.0,USA,,Bill,Landrum,185.0,74.0,R,R
landrce01,1963.0,USA,,Ced,Landrum,165.0,69.0,L,R
landrdo01,1936.0,USA,2003.0,Don,Landrum,180.0,72.0,L,R
landrho01,1930.0,USA,,Hobie,Landrith,170.0,70.0,L,R
landrje01,1912.0,USA,1983.0,Jesse,Landrum,175.0,71.0,R,R
landrjo01,1928.0,USA,,Joe,Landrum,180.0,71.0,R,R
landrke01,1954.0,USA,,Ken,Landreaux,165.0,70.0,L,R
landrla01,1955.0,CAN,,Larry,Landreth,175.0,73.0,R,R
landrti01,1954.0,USA,,Tito,Landrum,175.0,71.0,R,R
lanech01,,USA,1901.0,Chappy,Lane,165.0,,R,
lanedi01,1927.0,USA,,Dick,Lane,178.0,71.0,R,R
lanehu01,1900.0,USA,1994.0,Hunter,Lane,165.0,71.0,R,R
laneja01,1976.0,USA,,Jason,Lane,225.0,74.0,R,L
laneje01,1926.0,USA,1988.0,Jerry,Lane,205.0,72.0,R,R
lanema01,1950.0,USA,,Marv,Lane,180.0,71.0,R,R
lanfosa01,1886.0,USA,1970.0,Sam,Lanford,155.0,67.0,L,R
lanfrwa01,1916.0,USA,1986.0,Walt,Lanfranconi,155.0,67.0,R,R
langch01,1952.0,USA,,Chip,Lang,205.0,76.0,R,R
langdo01,1915.0,USA,2010.0,Don,Lang,175.0,72.0,R,R
langebi01,1871.0,USA,1950.0,Bill,Lange,190.0,73.0,R,R
langedi01,1948.0,USA,,Dick,Lange,185.0,70.0,R,R
langeer01,1887.0,USA,1971.0,Erv,Lange,170.0,70.0,R,R
langefr01,1883.0,USA,1945.0,Frank,Lange,180.0,71.0,R,R
langery01,1980.0,USA,,Ryan,Langerhans,220.0,75.0,L,L
langfri01,1952.0,USA,,Rick,Langford,180.0,72.0,R,R
langfsa01,1900.0,USA,1993.0,Sam,Langford,180.0,72.0,L,R
langma01,1905.0,USA,1968.0,Marty,Lang,160.0,71.0,R,L
langsbo01,1865.0,USA,1907.0,Bob,Langsford,168.0,67.0,L,L
langsma01,1960.0,USA,,Mark,Langston,177.0,74.0,R,L
langwma01,1986.0,USA,,Matt,Langwell,220.0,74.0,R,R
lanieha01,1942.0,USA,,Hal,Lanier,180.0,74.0,R,R
laniema01,1915.0,USA,2007.0,Max,Lanier,180.0,71.0,R,L
lanieri01,1948.0,USA,,Rimp,Lanier,150.0,68.0,L,R
lankffr01,1971.0,USA,,Frank,Lankford,190.0,74.0,R,R
lankfra01,1967.0,USA,,Ray,Lankford,180.0,71.0,L,L
lannajo01,1984.0,USA,,John,Lannan,235.0,76.0,L,L
lannijo01,1910.0,USA,1989.0,Johnny,Lanning,185.0,73.0,R,R
lannire01,1895.0,USA,1962.0,Red,Lanning,165.0,69.0,L,L
lannito01,1907.0,USA,1967.0,Tom,Lanning,165.0,73.0,L,L
lansfca01,1957.0,USA,,Carney,Lansford,195.0,74.0,R,R
lansfjo01,1961.0,USA,,Joe,Lansford,225.0,77.0,R,R
lansige01,1898.0,USA,1945.0,Gene,Lansing,185.0,73.0,R,R
lansimi01,1968.0,USA,,Mike,Lansing,175.0,72.0,R,R
lapalpa01,1923.0,USA,2010.0,Paul,LaPalme,175.0,70.0,L,L
lapanpe01,1891.0,USA,1953.0,Pete,Lapan,165.0,67.0,R,R
lapihan01,1922.0,USA,1996.0,Andy,Lapihuska,175.0,70.0,L,R
lapoida01,1959.0,USA,,Dave,LaPoint,205.0,75.0,L,L
lapoira01,1922.0,USA,1967.0,Ralph,LaPointe,185.0,71.0,R,R
laporfr01,1880.0,USA,1939.0,Frank,LaPorte,175.0,68.0,R,R
laporma01,1985.0,USA,,Matt,LaPorta,215.0,74.0,R,R
lappja01,1884.0,USA,1920.0,Jack,Lapp,160.0,68.0,L,R
laraju01,1981.0,D.R.,,Juan,Lara,190.0,74.0,R,L
larayo01,1975.0,D.R.,,Yovanny,Lara,180.0,76.0,R,R
larisje01,1982.0,USA,,Jeff,Larish,200.0,74.0,L,R
larkeno01,1930.0,USA,2007.0,Norm,Larker,185.0,72.0,L,L
larki01,1860.0,USA,1918.0,Patrick,Larkins,185.0,71.0,L,
larkian01,1974.0,USA,,Andy,Larkin,175.0,76.0,R,R
larkiba01,1964.0,USA,,Barry,Larkin,185.0,72.0,R,R
larkied01,1885.0,USA,1934.0,Ed,Larkin,,68.0,R,R
larkige01,1962.0,USA,,Gene,Larkin,195.0,75.0,B,R
larkihe01,1860.0,USA,1942.0,Henry,Larkin,175.0,70.0,R,R
larkipa01,1960.0,USA,,Pat,Larkin,180.0,72.0,L,L
larkist01,1910.0,USA,1969.0,Steve,Larkin,195.0,73.0,R,R
larkist02,1973.0,USA,,Stephen,Larkin,190.0,72.0,L,L
larkite01,1856.0,USA,1894.0,Terry,Larkin,,,R,R
larmobo01,1896.0,USA,1964.0,Bob,Larmore,185.0,70.0,R,R
larocad01,1979.0,USA,,Adam,LaRoche,205.0,74.0,L,L
larocan01,1983.0,USA,,Andy,LaRoche,205.0,72.0,R,R
larocda01,1948.0,USA,,Dave,LaRoche,200.0,74.0,L,L
larocgr01,1972.0,USA,,Greg,LaRocca,185.0,71.0,R,R
laroqsa01,1863.0,CAN,1933.0,Sam,LaRocque,190.0,71.0,R,R
larosha01,1888.0,USA,1954.0,Harry,LaRoss,170.0,71.0,R,R
larosjo01,1951.0,USA,,John,LaRose,185.0,73.0,L,L
larosvi01,1944.0,USA,2011.0,Vic,LaRose,180.0,71.0,R,R
larsedo01,1929.0,USA,,Don,Larsen,215.0,76.0,R,R
larsesw01,1913.0,USA,2005.0,Swede,Larsen,170.0,71.0,R,R
larsobr01,1976.0,USA,,Brandon,Larson,210.0,72.0,R,R
larsoda01,1954.0,USA,,Dan,Larson,175.0,72.0,R,R
larueja01,1974.0,USA,,Jason,LaRue,200.0,71.0,R,R
larusto01,1944.0,USA,,Tony,LaRussa,175.0,72.0,R,R
laryal01,1928.0,USA,2001.0,Al,Lary,185.0,75.0,R,R
laryfr01,1930.0,USA,2017.0,Frank,Lary,175.0,71.0,R,R
laryly01,1906.0,USA,1973.0,Lyn,Lary,165.0,72.0,R,R
lashefr01,1941.0,USA,,Fred,Lasher,190.0,75.0,R,R
laskebi01,1957.0,USA,,Bill,Laskey,190.0,77.0,R,R
laslebi01,1902.0,USA,1990.0,Bill,Lasley,175.0,72.0,B,R
lasorto01,1927.0,USA,,Tom,Lasorda,175.0,70.0,L,L
lassedo01,1933.0,USA,,Don,Lassetter,200.0,75.0,R,R
lasteto01,1989.0,USA,,Tommy,La Stella,180.0,71.0,L,R
lathaar01,1860.0,USA,1952.0,Arlie,Latham,150.0,68.0,R,R
lathabi01,1960.0,USA,,Bill,Latham,190.0,74.0,L,L
lathach01,1973.0,USA,,Chris,Latham,195.0,72.0,B,R
lathaju01,1852.0,USA,1914.0,Jumbo,Latham,164.0,68.0,R,R
lathech01,1888.0,USA,1971.0,Chick,Lathers,180.0,72.0,L,R
lathrbi01,1891.0,USA,1958.0,Bill,Lathrop,184.0,74.0,R,R
latimta01,1877.0,USA,1936.0,Tacks,Latimer,160.0,72.0,R,R
latmaba01,1936.0,USA,,Barry,Latman,210.0,75.0,R,R
latosma01,1987.0,USA,,Mat,Latos,245.0,78.0,R,R
lattibi01,1884.0,USA,1919.0,Bill,Lattimore,165.0,69.0,L,L
lauch01,1933.0,USA,1984.0,Charlie,Lau,190.0,72.0,L,R
laudebi01,1874.0,USA,1933.0,Billy,Lauder,160.0,70.0,R,R
laudnti01,1958.0,USA,,Tim,Laudner,212.0,75.0,R,R
lauerch01,1865.0,USA,1915.0,Chuck,Lauer,185.0,68.0,R,R
laughbe01,,,,Ben,Laughlin,,,,
lautebi01,1879.0,USA,1965.0,Bill,Lauterborn,140.0,66.0,R,R
lauzege01,1947.0,Cuba,,George,Lauzerique,180.0,73.0,R,R
lavagco01,1912.0,USA,1990.0,Cookie,Lavagetto,170.0,72.0,R,R
lavalmi01,1960.0,USA,,Mike,LaValliere,180.0,70.0,L,R
lavando01,1890.0,USA,1952.0,Doc,Lavan,151.0,68.0,R,R
lavarry01,1987.0,USA,,Ryan,Lavarnway,240.0,76.0,R,R
lavelga01,1949.0,USA,,Gary,Lavelle,190.0,74.0,B,L
lavenji01,1884.0,USA,1960.0,Jimmy,Lavender,165.0,71.0,R,R
lavigar01,1885.0,USA,1950.0,Art,LaVigne,162.0,70.0,R,R
lavinjo01,1856.0,USA,1893.0,Johnny,Lavin,175.0,71.0,,
lawde01,1990.0,USA,,Derek,Law,210.0,74.0,R,R
lawinga01,1918.0,USA,1996.0,Garland,Lawing,180.0,73.0,R,R
lawleto01,1956.0,USA,,Tom,Lawless,170.0,71.0,R,R
lawlomi01,1854.0,USA,1918.0,Mike,Lawlor,180.0,72.0,,R
lawrebi01,1906.0,USA,1997.0,Bill,Lawrence,194.0,76.0,R,R
lawrebo01,1899.0,USA,1983.0,Bob,Lawrence,180.0,71.0,R,R
lawrebr01,1925.0,USA,2000.0,Brooks,Lawrence,205.0,72.0,R,R
lawrebr02,1976.0,USA,,Brian,Lawrence,195.0,72.0,R,R
lawreca01,1987.0,USA,,Casey,Lawrence,170.0,74.0,R,R
lawreji01,1939.0,CAN,,Jim,Lawrence,185.0,73.0,L,R
lawrejo01,1977.0,USA,,Joe,Lawrence,190.0,74.0,R,R
lawrese01,1970.0,USA,,Sean,Lawrence,215.0,76.0,L,L
lawribr01,1990.0,CAN,,Brett,Lawrie,210.0,72.0,R,R
lawro01,1946.0,CAN,,Ron,Law,165.0,74.0,R,R
lawru01,1956.0,USA,,Rudy,Law,165.0,73.0,L,L
lawryot01,1893.0,USA,1965.0,Otis,Lawry,133.0,68.0,L,R
lawsoal01,1869.0,United Kingdom,1954.0,Al,Lawson,161.0,71.0,R,R
lawsobo01,1875.0,USA,1952.0,Bob,Lawson,170.0,70.0,R,R
lawsoro01,1906.0,USA,1977.0,Roxie,Lawson,170.0,72.0,R,R
lawsost01,1950.0,USA,,Steve,Lawson,175.0,73.0,R,L
lawtoma01,1965.0,USA,,Marcus,Lawton,160.0,73.0,B,R
lawtoma02,1971.0,USA,,Matt,Lawton,180.0,70.0,L,R
lawva01,1956.0,USA,,Vance,Law,185.0,74.0,R,R
lawve01,1930.0,USA,,Vern,Law,195.0,74.0,R,R
laxtobi01,1948.0,USA,,Bill,Laxton,190.0,73.0,L,L
laxtobr01,1973.0,USA,,Brett,Laxton,205.0,74.0,L,R
layanti01,1964.0,USA,1999.0,Tim,Layana,195.0,74.0,R,R
laydege01,1894.0,USA,1984.0,Gene,Layden,160.0,70.0,L,L
laydope01,1919.0,USA,1982.0,Pete,Layden,185.0,71.0,R,R
laynehe01,1901.0,USA,1973.0,Herman,Layne,165.0,71.0,R,R
laynehi01,1918.0,USA,2010.0,Hillis,Layne,170.0,72.0,L,R
layneto01,1984.0,USA,,Tommy,Layne,195.0,74.0,L,L
laytole01,1921.0,USA,2014.0,Les,Layton,165.0,72.0,R,R
lazarda01,1943.0,USA,,Danny,Lazar,190.0,73.0,L,L
lazora01,1989.0,Cuba,,Raudel,Lazo,180.0,69.0,L,L
lazorja01,1956.0,USA,,Jack,Lazorko,200.0,71.0,R,R
lazorjo01,1912.0,USA,2002.0,Johnny,Lazor,180.0,69.0,L,R
lazzeto01,1903.0,USA,1946.0,Tony,Lazzeri,170.0,71.0,R,R
leach01,1956.0,France,2011.0,Charlie,Lea,194.0,76.0,R,R
leachbr01,1982.0,USA,,Brent,Leach,225.0,77.0,L,L
leachfr01,1897.0,USA,1981.0,Freddy,Leach,183.0,71.0,L,R
leachja01,1969.0,USA,,Jalal,Leach,200.0,74.0,L,L
leachri01,1957.0,USA,,Rick,Leach,180.0,73.0,L,L
leachte01,1954.0,USA,,Terry,Leach,215.0,72.0,R,R
leachto01,1877.0,USA,1969.0,Tommy,Leach,150.0,66.0,R,R
leadlbo99,1858.0,USA,1936.0,Bob,Leadley,,,,
leagubr01,1983.0,USA,,Brandon,League,200.0,74.0,R,R
leahyda01,1870.0,USA,1903.0,Dan,Leahy,155.0,69.0,,
leahyto01,1869.0,USA,1951.0,Tom,Leahy,168.0,67.0,R,R
leakemi01,1987.0,USA,,Mike,Leake,170.0,70.0,R,R
leallu01,1957.0,Venezuela,,Luis,Leal,205.0,75.0,R,R
leardbi01,1885.0,USA,1970.0,Bill,Leard,155.0,70.0,R,R
learfr01,1894.0,USA,1955.0,Fred,Lear,180.0,72.0,R,R
learki01,1891.0,USA,1976.0,King,Lear,175.0,72.0,R,R
learyfr01,1881.0,USA,1907.0,Frank,Leary,190.0,70.0,,R
learyja01,1857.0,USA,1905.0,Jack,Leary,186.0,71.0,,L
learyjo01,1891.0,USA,1961.0,John,Leary,180.0,71.0,R,R
learyti01,1958.0,USA,,Tim,Leary,205.0,75.0,R,R
leathha01,1898.0,USA,1977.0,Hal,Leathers,152.0,68.0,L,R
leathja01,1990.0,USA,,Jack,Leathersich,205.0,72.0,R,L
leberem01,1881.0,USA,1924.0,Emil,Leber,170.0,71.0,R,R
leblawa01,1984.0,USA,,Wade,LeBlanc,205.0,75.0,L,L
leboube01,1896.0,USA,1947.0,Bevo,LeBourveau,175.0,71.0,L,R
leclage01,1886.0,USA,1918.0,George,LeClair,170.0,69.0,R,R
leclejo01,1993.0,D.R.,,Jose,Leclerc,190.0,72.0,R,R
lecroma01,1975.0,USA,,Matt,LeCroy,225.0,74.0,R,R
lecursa01,1984.0,USA,,Sam,LeCure,210.0,72.0,R,R
ledbera01,1894.0,USA,1969.0,Razor,Ledbetter,190.0,75.0,R,R
ledeeri01,1973.0,P.R.,,Ricky,Ledee,190.0,74.0,L,L
ledesaa01,1971.0,USA,,Aaron,Ledesma,200.0,74.0,R,R
ledezwi01,1981.0,Venezuela,,Wil,Ledezma,225.0,76.0,L,L
ledwimi01,,USA,,Mike,Ledwith,,,,
leebi01,1894.0,USA,1984.0,Billy,Lee,165.0,69.0,R,R
leebi02,1909.0,USA,1977.0,Bill,Lee,195.0,75.0,R,R
leebi03,1946.0,USA,,Bill,Lee,205.0,75.0,L,L
leebo01,1937.0,USA,,Bob,Lee,225.0,75.0,R,R
leeca01,1976.0,Panama,,Carlos,Lee,270.0,74.0,R,R
leech01,1986.0,Taiwan,,C. C.,Lee,190.0,71.0,R,R
leecl01,1896.0,USA,1980.0,Cliff,Lee,175.0,73.0,R,R
leecl02,1978.0,USA,,Cliff,Lee,205.0,75.0,L,L
leeco01,1974.0,USA,,Corey,Lee,180.0,74.0,B,L
leeda01,1973.0,USA,,David,Lee,200.0,73.0,R,R
leeda02,1982.0,South Korea,,Dae-ho,Lee,250.0,76.0,R,R
leede01,1966.0,USA,,Derek,Lee,200.0,73.0,L,R
leede02,1975.0,USA,,Derrek,Lee,240.0,77.0,R,R
leedo01,1934.0,USA,,Don,Lee,205.0,76.0,R,R
leedu01,1899.0,USA,1971.0,Dud,Lee,150.0,69.0,L,R
leeha01,1905.0,USA,1989.0,Hal,Lee,180.0,71.0,R,R
leekge01,1936.0,USA,,Gene,Leek,185.0,72.0,R,R
leele01,1860.0,USA,1912.0,Leonidas,Lee,,,,
leele02,1948.0,USA,,Leron,Lee,196.0,72.0,L,R
leema01,1953.0,USA,,Mark,Lee,225.0,76.0,R,R
leema02,1965.0,D.R.,,Manuel,Lee,145.0,70.0,B,R
leema03,1964.0,USA,,Mark,Lee,198.0,75.0,L,L
leemi01,1941.0,USA,,Mike,Lee,220.0,77.0,L,L
